7|27|67170|"Кзыл-Орда"|2746|2806
7|28|67153|"Кара-Узяк"|2827|2827
7|29|67150|"Терень-Узяк"|2850|2850
7|30|67140|"Джалагаш"|2911|2911
7|31|67095|"Кара-Кеткен"|2930|2930
7|32|67093|"Кизил-Там"|2948|2948
7|33|67091|"Рзд Ана-Куль"|3009|3009
7|34|67090|"Джусалы"|3016|3016
7|35|67060|"Тюратам"|3132|3132
7|36|67056|"Бай-Хожа"|3202|3202
7|37|67053|"Майлибаш"|3228|3228
7|38|67052|"Кубек"|3245|3245
7|39|67051|"Рзд Уинду"|3254|3254
7|40|67050|"Казалинск"|3304|3304
7|41|67043|"Бикбаули"|3328|3328
7|42|67040|"Камышлыбаш"|3356|3356
7|43|67020|"Чумыш"|3421|3421
7|44|67035|"Арал-Кум"|3431|3431
7|45|67033|"Сапак"|3447|3447
7|46|67030|"Аральское Море"|3510|3510
7|47|67013|"Конту"|3533|3533
7|48|67010|"Саксаульская"|3604|3604
7|49|67001|"Рзд Шиликты(бывш. рзд Чил"|3723|3723
7|50|66990|"Шалкар (бывш. Челкар)"|3908|3908
7|51|66980|"Соленая"|3954|3954
7|52|66960|"Биршогыр (бывш. Берчогур)"|4114|4114
7|53|66950|"Мугалжар (бывш. Мугоджарс"|4141|4141
7|54|66940|"Жем (бывш. Эмба)"|4222|4222
7|55|66000|"Кандыагаш (бывш. Кандагач"|4411|4411
7|56|66830|"Алга"|4511|4511
7|57|66790|"Актобе  (бывш. Актюбинск)"|4604|4604
7|58|66760|"Мартук"|4713|4713
7|59|66750|"Жайсан (бывш. Яйсан)"|4752|4752
7|60|66690|"Илецк I"|5026|5026
7|61|66670|"Чингирлау"|5213|5213
7|62|66640|"Казахстан"|5444|5444
7|63|66630|"Алгабас"|5536|5536
7|64|66560|"Уральск"|5651|5721
7|65|66530|"Переметная"|5837|5837
7|66|66510|"Шипово"|5957|5957
7|67|66500|"Семиглавый Мар"|6041|6041
7|68|62840|"Озинки"|6139|6139
7|69|62720|"Ершов"|6529|6529
7|70|62630|"Урбах"|6715|6715
7|71|62000|"Саратов I-Пассажирский"|6900|6900
7|72|60880|"Аткарск"|7043|7043
7|73|60760|"Ртищево I"|7248|7248
7|74|60280|"Кирсанов"|7434|7434
7|75|60140|"Тамбов I"|7613|7613
7|76|19351|"Москва-Пассажирская-Павел"|8430|-1
8|1|19351|"Москва-Пассажирская-Павел"|-1|50
8|2|60140|"Тамбов I"|941|941
8|3|60280|"Кирсанов"|1117|1117
8|4|60760|"Ртищево I"|1251|1251
8|5|60880|"Аткарск"|1459|1459
8|6|62000|"Саратов I-Пассажирский"|1628|1628
8|7|62630|"Урбах"|1824|1824
8|8|62720|"Ершов"|2022|2022
8|9|66500|"Семиглавый Мар"|2612|2612
8|10|66510|"Шипово"|2705|2705
8|11|66530|"Переметная"|2749|2749
8|12|66560|"Уральск"|2831|2858
8|13|66630|"Алгабас"|3003|3003
8|14|66640|"Казахстан"|3048|3048
8|15|66670|"Чингирлау"|3208|3208
8|16|66690|"Илецк I"|3441|3441
8|17|66750|"Жайсан (бывш. Яйсан)"|3755|3755
8|18|66760|"Мартук"|3844|3844
8|19|66790|"Актобе  (бывш. Актюбинск)"|3952|4022
8|20|66830|"Алга"|4111|4111
8|21|66000|"Кандыагаш (бывш. Кандагач"|4206|4206
8|22|66940|"Жем (бывш. Эмба)"|4355|4355
8|23|66950|"Мугалжар (бывш. Мугоджарс"|4436|4436
8|24|66960|"Биршогыр (бывш. Берчогур)"|4503|4503
8|25|66980|"Соленая"|4616|4616
8|26|66990|"Шалкар (бывш. Челкар)"|4659|4659
8|27|67001|"Рзд Шиликты(бывш. рзд Чил"|4835|4835
8|28|67010|"Саксаульская"|4948|4948
8|29|67013|"Конту"|5016|5016
8|30|67030|"Аральское Море"|5041|5041
8|31|67033|"Сапак"|5104|5104
8|32|67035|"Арал-Кум"|5119|5119
8|33|67020|"Чумыш"|5129|5129
8|34|67040|"Камышлыбаш"|5151|5151
8|35|67043|"Бикбаули"|5218|5218
8|36|67050|"Казалинск"|5240|5240
8|37|67051|"Рзд Уинду"|5250|5250
8|38|67052|"Кубек"|5258|5258
8|39|67053|"Майлибаш"|5314|5314
8|40|67056|"Бай-Хожа"|5338|5338
8|41|67060|"Тюратам"|5407|5407
8|42|67090|"Джусалы"|5517|5517
8|43|67091|"Рзд Ана-Куль"|5524|5524
8|44|67093|"Кизил-Там"|5543|5543
8|45|67095|"Кара-Кеткен"|5603|5603
8|46|67140|"Джалагаш"|5623|5623
8|47|67150|"Терень-Узяк"|5646|5646
8|48|67153|"Кара-Узяк"|5710|5710
8|49|67170|"Кзыл-Орда"|5733|5748
8|50|67180|"Белкуль"|5758|5758
8|51|67190|"Соло-Тюбе"|5846|5846
8|52|67220|"Чиили"|6013|6013
8|53|67222|"Рзд Екпенды"|6034|6034
8|54|67240|"Тюмень-Арык"|6044|6044
8|55|67250|"Яны-Курган"|6112|6112
8|56|67260|"Талап"|6154|6154
8|57|67270|"Беш-Арык"|6206|6206
8|58|67273|"Сауран"|6238|6238
8|59|67280|"Шорнак"|6250|6250
8|60|69780|"Туркестан"|6313|6313
8|61|69770|"Тимур"|6414|6414
8|62|69800|"Арысь I"|6517|6517
8|63|69801|"Оп Арысь II"|6519|6519
8|64|69840|"Бадам"|6608|6608
8|65|69860|"Чимкент"|6647|6647
8|66|69930|"Манкент"|6717|6717
8|67|69970|"Тюлькубас"|6822|6822
8|68|70590|"Бурное"|6918|6918
8|69|70630|"Джамбул"|7025|7025
8|70|70450|"Луговая"|7217|7217
8|71|70460|"Чу"|7407|7407
8|72|70310|"Чокпар"|7516|7516
8|73|70330|"Отар"|7635|7635
8|74|70000|"Алма-Ата I"|7904|7912
8|75|70010|"Алма-Ата II"|7932|-1
9|1|70010|"Алма-Ата II"|-1|1132
9|2|70000|"Алма-Ата I"|1154|1201
9|3|70330|"Отар"|1426|1426
9|4|70310|"Чокпар"|1542|1542
9|5|70460|"Чу"|1700|1700
9|6|70530|"Чиганак"|1915|1915
9|7|70550|"Сары-Шаган"|2110|2110
9|8|67730|"Мойынты"|2253|2253
9|9|67724|"Киик"|2332|2332
9|10|67722|"Босага"|2408|2408
9|11|67720|"Акадыр"|2445|2445
9|12|67592|"Нилды"|2528|2528
9|13|67590|"Жарык"|2549|2549
9|14|67390|"Караганды"|2728|2748
9|15|67300|"Караганда-Сортировочная"|2818|2828
9|16|67320|"Нура (бывш. Нуринская)"|2849|2849
9|17|67330|"Мырза"|2858|2858
9|18|67340|"Шокай"|2918|2918
9|19|67360|"Осакаровка"|2954|2954
9|20|69040|"Вишневка"|3028|3028
9|21|69000|"Астана (бывш. Акмола)"|3118|-1
10|1|69000|"Астана (бывш. Акмола)"|-1|1925
10|2|69040|"Вишневка"|2002|2002
10|3|67360|"Осакаровка"|2024|2024
10|4|67340|"Шокай"|2054|2054
10|5|67330|"Мырза"|2109|2109
10|6|67320|"Нура (бывш. Нуринская)"|2114|2114
10|7|67300|"Караганда-Сортировочная"|2126|2126
10|8|67390|"Караганды"|2154|2154
10|9|67590|"Жарык"|2256|2256
10|10|67592|"Нилды"|2310|2310
10|11|67720|"Акадыр"|2336|2336
10|12|67722|"Босага"|2358|2358
10|13|67724|"Киик"|2424|2424
10|14|67730|"Мойынты"|2446|2446
10|15|70550|"Сары-Шаган"|2556|2556
10|16|70530|"Чиганак"|2709|2709
10|17|70460|"Чу"|2839|2839
10|18|70310|"Чокпар"|2919|2919
10|19|70330|"Отар"|3005|3005
10|20|70000|"Алма-Ата I"|3133|3133
10|21|70010|"Алма-Ата II"|3145|-1
11|1|70010|"Алма-Ата II"|-1|1618
11|2|70000|"Алма-Ата I"|1640|1650
11|3|70330|"Отар"|1902|1902
11|4|70310|"Чокпар"|2030|2030
11|5|70460|"Чу"|2145|2145
11|6|70450|"Луговая"|2342|2342
11|7|70630|"Джамбул"|2523|2523
11|8|70590|"Бурное"|2658|2658
11|9|69970|"Тюлькубас"|2807|2807
11|10|69930|"Манкент"|2923|2923
11|11|69860|"Чимкент"|5400|-1
12|1|69860|"Чимкент"|-1|1835
12|2|69930|"Манкент"|1904|1904
12|3|69970|"Тюлькубас"|2007|2007
12|4|70590|"Бурное"|2100|2100
12|5|70630|"Джамбул"|2216|2216
12|6|70450|"Луговая"|2424|2424
12|7|70460|"Чу"|2629|2629
12|8|70310|"Чокпар"|2749|2749
12|9|70330|"Отар"|2918|2918
12|10|70000|"Алма-Ата I"|3208|3213
12|11|70010|"Алма-Ата II"|3233|-1
13|1|70010|"Алма-Ата II"|-1|2355
13|2|70000|"Алма-Ата I"|2417|2447
13|3|70070|"Капчагай"|2606|2606
13|4|70120|"Сары-Озек"|2821|2821
13|5|70210|"Уш-Тобе"|3024|3024
13|6|70250|"Матай"|3206|3206
13|7|70260|"Лепсы"|3246|3246
13|8|70800|"Актогай"|3424|3424
13|9|70820|"Бесколь"|3655|3655
13|10|70840|"Достык (бывш. Дружба)"|5458|-1
14|1|70840|"Достык (бывш. Дружба)"|-1|2158
14|2|70820|"Бесколь"|4034|4034
14|3|70800|"Актогай"|4310|4310
14|4|70260|"Лепсы"|4504|4504
14|5|70250|"Матай"|4550|4550
14|6|70210|"Уш-Тобе"|4748|4748
14|7|70120|"Сары-Озек"|4950|4950
14|8|70070|"Капчагай"|5202|5202
14|9|70000|"Алма-Ата I"|5320|5345
14|10|70010|"Алма-Ата II"|5405|-1
15|1|70010|"Алма-Ата II"|-1|1420
15|2|70000|"Алма-Ата I"|1442|1452
15|3|70330|"Отар"|1723|1723
15|4|70310|"Чокпар"|1842|1842
15|5|70460|"Чу"|1946|1946
15|6|70530|"Чиганак"|2224|2224
15|7|70550|"Сары-Шаган"|2439|2439
15|8|67730|"Мойынты"|2641|2641
15|9|67724|"Киик"|2728|2728
15|10|67722|"Босага"|2810|2810
15|11|67720|"Акадыр"|2854|2854
15|12|67592|"Нилды"|2944|2944
15|13|67590|"Жарык"|3009|3009
15|14|67390|"Караганды"|3206|3206
15|15|67300|"Караганда-Сортировочная"|3228|3243
15|16|67320|"Нура (бывш. Нуринская)"|3300|3300
15|17|67330|"Мырза"|3307|3307
15|18|67340|"Шокай"|3329|3329
15|19|67360|"Осакаровка"|3407|3407
15|20|69040|"Вишневка"|3442|3442
15|21|69000|"Астана (бывш. Акмола)"|3535|3610
15|22|69250|"Шортанды"|3708|3708
15|23|69260|"Ак-Куль"|3740|3740
15|24|69270|"Ельтай"|3815|3815
15|25|69280|"Макинка"|3851|3851
15|26|69300|"Курорт-Боровое"|3924|3924
15|27|68700|"Кокшетау I"|4100|4100
15|28|68770|"Тайнча"|4209|4213
15|29|68790|"Смирново"|4322|4324
15|30|82000|"Петропавловск"|4410|-1
16|1|82000|"Петропавловск"|-1|2210
16|2|68790|"Смирново"|2305|2305
16|3|68770|"Тайнча"|2426|2426
16|4|68700|"Кокшетау I"|2537|2537
16|5|69300|"Курорт-Боровое"|2647|2647
16|6|69280|"Макинка"|2726|2726
16|7|69270|"Ельтай"|2808|2808
16|8|69260|"Ак-Куль"|2849|2849
16|9|69250|"Шортанды"|2928|2928
16|10|69000|"Астана (бывш. Акмола)"|3035|3105
16|11|69040|"Вишневка"|3209|3209
16|12|67360|"Осакаровка"|3251|3251
16|13|67340|"Шокай"|3337|3337
16|14|67330|"Мырза"|3403|3403
16|15|67320|"Нура (бывш. Нуринская)"|3411|3411
16|16|67300|"Караганда-Сортировочная"|3432|3447
16|17|67390|"Караганды"|3510|3510
16|18|67590|"Жарык"|3708|3708
16|19|67592|"Нилды"|3734|3734
16|20|67720|"Акадыр"|3825|3825
16|21|67722|"Босага"|3909|3909
16|22|67724|"Киик"|3952|3952
16|23|67730|"Мойынты"|4039|4039
16|24|70550|"Сары-Шаган"|4243|4243
16|25|70530|"Чиганак"|4501|4501
16|26|70460|"Чу"|4741|4741
16|27|70310|"Чокпар"|4846|4846
16|28|70330|"Отар"|5007|5007
16|29|70000|"Алма-Ата I"|5240|5250
16|30|70010|"Алма-Ата II"|5310|-1
17|1|71670|"Бишкек II"|-1|1222
17|2|71610|"Беловодская"|1323|1323
17|3|71590|"Карабалта"|1359|1359
17|4|71570|"Каинды"|1423|1523
17|5|70450|"Луговая"|1753|1753
17|6|70630|"Джамбул"|2044|2044
17|7|70590|"Бурное"|2226|2226
17|8|69970|"Тюлькубас"|2338|2352
17|9|69930|"Манкент"|2501|2501
17|10|69860|"Чимкент"|2534|2552
17|11|69840|"Бадам"|2630|2630
17|12|69801|"Оп Арысь II"|2718|2718
17|13|69800|"Арысь I"|2720|2720
17|14|69770|"Тимур"|2821|2821
17|15|69780|"Туркестан"|2921|2921
17|16|67280|"Шорнак"|2944|2944
17|17|67273|"Сауран"|2955|2955
17|18|67270|"Беш-Арык"|3026|3026
17|19|67260|"Талап"|3038|3038
17|20|67250|"Яны-Курган"|3120|3120
17|21|67240|"Тюмень-Арык"|3146|3146
17|22|67222|"Рзд Екпенды"|3156|3156
17|23|67220|"Чиили"|3218|3218
17|24|67190|"Соло-Тюбе"|3342|3342
17|25|67180|"Белкуль"|3429|3429
17|26|67170|"Кзыл-Орда"|3439|3459
17|27|67153|"Кара-Узяк"|3523|3523
17|28|67150|"Терень-Узяк"|3548|3548
17|29|67140|"Джалагаш"|3611|3611
17|30|67095|"Кара-Кеткен"|3632|3632
17|31|67093|"Кизил-Там"|3652|3652
17|32|67091|"Рзд Ана-Куль"|3712|3712
17|33|67090|"Джусалы"|3719|3719
17|34|67060|"Тюратам"|3832|3832
17|35|67056|"Бай-Хожа"|3901|3901
17|36|67053|"Майлибаш"|3926|3926
17|37|67052|"Кубек"|3942|3942
17|38|67051|"Рзд Уинду"|3951|3951
17|39|67050|"Казалинск"|4001|4001
17|40|67043|"Бикбаули"|4023|4023
17|41|67040|"Камышлыбаш"|4051|4051
17|42|67020|"Чумыш"|4114|4114
17|43|67035|"Арал-Кум"|4125|4125
17|44|67033|"Сапак"|4140|4140
17|45|67030|"Аральское Море"|4201|4201
17|46|67013|"Конту"|4224|4224
17|47|67010|"Саксаульская"|4250|4250
17|48|67001|"Рзд Шиликты(бывш. рзд Чил"|4357|4357
17|49|66990|"Шалкар (бывш. Челкар)"|4525|4525
17|50|66980|"Соленая"|4605|4605
17|51|66960|"Биршогыр (бывш. Берчогур)"|4713|4713
17|52|66950|"Мугалжар (бывш. Мугоджарс"|4735|4735
17|53|66940|"Жем (бывш. Эмба)"|4810|4825
17|54|66000|"Кандыагаш (бывш. Кандагач"|5001|5001
17|55|66830|"Алга"|5050|5050
17|56|66790|"Актобе  (бывш. Актюбинск)"|5133|5153
17|57|66760|"Мартук"|5416|5416
17|58|66750|"Жайсан (бывш. Яйсан)"|5502|5502
17|59|66690|"Илецк I"|5806|5921
17|60|81190|"Оренбург"|6110|6155
17|61|81080|"Бузулук"|6505|6505
17|62|65730|"Кинель"|6649|6649
17|63|65790|"Самара"|6721|6800
17|64|63560|"Сызрань I"|6955|6955
17|65|64210|"Инза"|7321|7321
17|66|64000|"Рузаевка"|7517|7517
17|67|64090|"Ковылкино"|7641|7641
17|68|64050|"Потьма"|7757|7757
17|69|22200|"Сасово"|7923|7923
17|70|22110|"Шилово"|8040|8040
17|71|22030|"Рязань I"|8227|8227
17|72|22280|"Рязань II"|8228|8228
17|73|19401|"Москва-Пассажирская -Каза"|8553|-1
18|1|19401|"Москва-Пассажирская -Каза"|-1|2310
18|2|22030|"Рязань I"|2627|2627
18|3|22110|"Шилово"|2810|2810
18|4|22200|"Сасово"|2923|2923
18|5|64050|"Потьма"|3045|3045
18|6|64090|"Ковылкино"|3158|3158
18|7|64000|"Рузаевка"|3318|3318
18|8|64210|"Инза"|3509|3509
18|9|63560|"Сызрань I"|3826|3826
18|10|65790|"Самара"|4016|4120
18|11|65730|"Кинель"|4216|4216
18|12|81080|"Бузулук"|4520|4520
18|13|81190|"Оренбург"|5055|5135
18|14|66690|"Илецк I"|5309|5409
18|15|66750|"Жайсан (бывш. Яйсан)"|5551|5551
18|16|66760|"Мартук"|5616|5616
18|17|66790|"Актобе  (бывш. Актюбинск)"|5736|5756
18|18|66830|"Алга"|5838|5838
18|19|66000|"Кандыагаш (бывш. Кандагач"|5926|5926
18|20|66940|"Жем (бывш. Эмба)"|6059|6114
18|21|66950|"Мугалжар (бывш. Мугоджарс"|6153|6153
18|22|66960|"Биршогыр (бывш. Берчогур)"|6219|6219
18|23|66980|"Соленая"|6335|6335
18|24|66990|"Шалкар (бывш. Челкар)"|6419|6419
18|25|67001|"Рзд Шиликты(бывш. рзд Чил"|6559|6559
18|26|67010|"Саксаульская"|6714|6714
18|27|67013|"Конту"|6744|6744
18|28|67030|"Аральское Море"|6809|6809
18|29|67033|"Сапак"|6834|6834
18|30|67035|"Арал-Кум"|6851|6851
18|31|67020|"Чумыш"|6902|6902
18|32|67040|"Камышлыбаш"|6929|6929
18|33|67043|"Бикбаули"|6959|6959
18|34|67050|"Казалинск"|7025|7025
18|35|67051|"Рзд Уинду"|7037|7037
18|36|67052|"Кубек"|7046|7046
18|37|67053|"Майлибаш"|7104|7104
18|38|67056|"Бай-Хожа"|7133|7133
18|39|67060|"Тюратам"|7206|7206
18|40|67090|"Джусалы"|7327|7327
18|41|67091|"Рзд Ана-Куль"|7336|7336
18|42|67093|"Кизил-Там"|7358|7358
18|43|67095|"Кара-Кеткен"|7420|7420
18|44|67140|"Джалагаш"|7443|7443
18|45|67150|"Терень-Узяк"|7510|7510
18|46|67153|"Кара-Узяк"|7539|7539
18|47|67170|"Кзыл-Орда"|7605|7625
18|48|67180|"Белкуль"|7635|7635
18|49|67190|"Соло-Тюбе"|7719|7719
18|50|67220|"Чиили"|7839|7839
18|51|67222|"Рзд Екпенды"|7859|7859
18|52|67240|"Тюмень-Арык"|7909|7909
18|53|67250|"Яны-Курган"|7934|7934
18|54|67260|"Талап"|8013|8013
18|55|67270|"Беш-Арык"|8024|8024
18|56|67273|"Сауран"|8054|8054
18|57|67280|"Шорнак"|8105|8105
18|58|69780|"Туркестан"|8126|8126
18|59|69770|"Тимур"|8223|8223
18|60|69800|"Арысь I"|8321|8321
18|61|69801|"Оп Арысь II"|8323|8323
18|62|69840|"Бадам"|8408|8408
18|63|69860|"Чимкент"|8444|8458
18|64|69930|"Манкент"|8530|8530
18|65|69970|"Тюлькубас"|8639|8654
18|66|70590|"Бурное"|8804|8804
18|67|70630|"Джамбул"|8944|8944
18|68|70450|"Луговая"|9232|9232
18|69|71570|"Каинды"|9459|9559
18|70|71590|"Карабалта"|9625|9625
18|71|71610|"Беловодская"|9704|9704
18|72|71670|"Бишкек II"|9810|-1
21|1|70940|"Семипалатинск"|-1|1250
21|2|70930|"Жана-Семей"|1259|1259
21|3|70910|"Шар"|1455|1455
21|4|70900|"Жангиз-Тобе"|1546|1546
21|5|70890|"Жарма"|1654|1654
21|6|70880|"Ушбийк"|1746|1746
21|7|70870|"Аягоз"|1852|1852
21|8|70860|"Тансык"|2034|2034
21|9|70800|"Актогай"|2116|2116
21|10|70260|"Лепсы"|2308|2308
21|11|70250|"Матай"|2353|2353
21|12|70210|"Уш-Тобе"|2550|2550
21|13|70120|"Сары-Озек"|2750|2750
21|14|70070|"Капчагай"|3028|3028
21|15|70000|"Алма-Ата I"|3201|3231
21|16|70330|"Отар"|3506|3506
21|17|70310|"Чокпар"|3627|3627
21|18|70460|"Чу"|3740|3740
21|19|70450|"Луговая"|3941|3941
21|20|70630|"Джамбул"|4143|4143
21|21|70590|"Бурное"|4257|4257
21|22|69970|"Тюлькубас"|4348|4402
21|23|69930|"Манкент"|4508|4508
21|24|69860|"Чимкент"|4540|4540
21|25|69840|"Бадам"|4619|4619
21|26|69801|"Оп Арысь II"|4709|4709
21|27|69800|"Арысь I"|4711|4711
21|28|69770|"Тимур"|4815|4815
21|29|69780|"Туркестан"|4918|4918
21|30|67280|"Шорнак"|4941|4941
21|31|67273|"Сауран"|4953|4953
21|32|67270|"Беш-Арык"|5025|5025
21|33|67260|"Талап"|5038|5038
21|34|67250|"Яны-Курган"|5121|5121
21|35|67240|"Тюмень-Арык"|5149|5149
21|36|67222|"Рзд Екпенды"|5159|5159
21|37|67220|"Чиили"|5221|5221
21|38|67190|"Соло-Тюбе"|5350|5350
21|39|67180|"Белкуль"|5439|5439
21|40|67170|"Кзыл-Орда"|5449|-1
22|1|67170|"Кзыл-Орда"|-1|1441
22|2|67180|"Белкуль"|1451|1451
22|3|67190|"Соло-Тюбе"|1536|1536
22|4|67220|"Чиили"|1659|1659
22|5|67222|"Рзд Екпенды"|1719|1719
22|6|67240|"Тюмень-Арык"|1729|1729
22|7|67250|"Яны-Курган"|1755|1755
22|8|67260|"Талап"|1835|1835
22|9|67270|"Беш-Арык"|1847|1847
22|10|67273|"Сауран"|1918|1918
22|11|67280|"Шорнак"|1928|1928
22|12|69780|"Туркестан"|1950|1950
22|13|69770|"Тимур"|2049|2049
22|14|69800|"Арысь I"|2148|2148
22|15|69801|"Оп Арысь II"|2150|2150
22|16|69840|"Бадам"|2237|2237
22|17|69860|"Чимкент"|2326|2326
22|18|69930|"Манкент"|2404|2404
22|19|69970|"Тюлькубас"|2526|2526
22|20|70590|"Бурное"|2636|2636
22|21|70630|"Джамбул"|2750|2750
22|22|70450|"Луговая"|2954|2954
22|23|70460|"Чу"|3156|3156
22|24|70310|"Чокпар"|3313|3313
22|25|70330|"Отар"|3440|3440
22|26|70000|"Алма-Ата I"|3725|3759
22|27|70070|"Капчагай"|3915|3915
22|28|70120|"Сары-Озек"|4126|4126
22|29|70210|"Уш-Тобе"|4325|4325
22|30|70250|"Матай"|4521|4521
22|31|70260|"Лепсы"|4606|4606
22|32|70800|"Актогай"|4758|4758
22|33|70860|"Тансык"|4840|4840
22|34|70870|"Аягоз"|5021|5021
22|35|70880|"Ушбийк"|5127|5127
22|36|70890|"Жарма"|5219|5219
22|37|70900|"Жангиз-Тобе"|5326|5326
22|38|70910|"Шар"|5417|5417
22|39|70930|"Жана-Семей"|5613|5613
22|40|70940|"Семипалатинск"|5650|-1
23|1|70000|"Алма-Ата I"|-1|1532
23|2|70330|"Отар"|1753|1753
23|3|70310|"Чокпар"|1907|1907
23|4|70460|"Чу"|2021|2021
23|5|70450|"Луговая"|2217|2217
23|6|70630|"Джамбул"|2416|2440
23|7|70590|"Бурное"|2608|2608
23|8|69970|"Тюлькубас"|2709|2709
23|9|69930|"Манкент"|2820|2820
23|10|69860|"Чимкент"|2854|2854
23|11|69840|"Бадам"|2936|2936
23|12|69801|"Оп Арысь II"|3030|3030
23|13|69800|"Арысь I"|3032|3032
23|14|69770|"Тимур"|3136|3136
23|15|69780|"Туркестан"|3238|3238
23|16|67280|"Шорнак"|3301|3301
23|17|67273|"Сауран"|3313|3313
23|18|67270|"Беш-Арык"|3345|3345
23|19|67260|"Талап"|3358|3358
23|20|67250|"Яны-Курган"|3441|3441
23|21|67240|"Тюмень-Арык"|3509|3509
23|22|67222|"Рзд Екпенды"|3519|3519
23|23|67220|"Чиили"|3541|3541
23|24|67190|"Соло-Тюбе"|3653|3653
23|25|67180|"Белкуль"|3733|3733
23|26|67170|"Кзыл-Орда"|3742|3758
23|27|67153|"Кара-Узяк"|3821|3821
23|28|67150|"Терень-Узяк"|3846|3846
23|29|67140|"Джалагаш"|3909|3909
23|30|67095|"Кара-Кеткен"|3930|3930
23|31|67093|"Кизил-Там"|3949|3949
23|32|67091|"Рзд Ана-Куль"|4011|4011
23|33|67090|"Джусалы"|4019|4019
23|34|67060|"Тюратам"|4140|4140
23|35|67056|"Бай-Хожа"|4213|4213
23|36|67053|"Майлибаш"|4241|4241
23|37|67052|"Кубек"|4259|4259
23|38|67051|"Рзд Уинду"|4308|4308
23|39|67050|"Казалинск"|4320|4340
23|40|67043|"Бикбаули"|4405|4405
23|41|67040|"Камышлыбаш"|4435|4435
23|42|67020|"Чумыш"|4502|4502
23|43|67035|"Арал-Кум"|4513|4513
23|44|67033|"Сапак"|4530|4530
23|45|67030|"Аральское Море"|4554|4554
23|46|67013|"Конту"|4624|4624
23|47|67010|"Саксаульская"|4659|4659
23|48|67001|"Рзд Шиликты(бывш. рзд Чил"|4829|4829
23|49|66990|"Шалкар (бывш. Челкар)"|5027|5027
23|50|66980|"Соленая"|5120|5120
23|51|66960|"Биршогыр (бывш. Берчогур)"|5251|5251
23|52|66950|"Мугалжар (бывш. Мугоджарс"|5321|5321
23|53|66940|"Жем (бывш. Эмба)"|5404|5404
23|54|66000|"Кандыагаш (бывш. Кандагач"|5558|5558
23|55|66830|"Алга"|5657|5657
23|56|66790|"Актобе  (бывш. Актюбинск)"|5748|-1
24|1|66790|"Актобе  (бывш. Актюбинск)"|-1|1748
24|2|66830|"Алга"|1844|1844
24|3|66000|"Кандыагаш (бывш. Кандагач"|1947|1947
24|4|66940|"Жем (бывш. Эмба)"|2151|2151
